Tweet
@narendramodi what about small business  man
@narendramodi we trust you with action. @Swamy39
@narendramodi Bcause of no water more than 100 farmers died in our state TAMIL NADU.. karnataka is refusing to give water pls take action 😓
"RT @narendramodi: Met a group of secretaries, who presented their ideas on the agriculture and related sectors."
@narendramodi jai ho
@narendramodi @Prakashsah12 https://t.co/DzXh2X6q1m
@narendramodi jab sarkari nokri ki add.di jati he to isme saaf saaf likha hota he k 5 saal tak fix pay rahega to fir virodh k sa?
"RT @narendramodi: Met a group of secretaries, who presented their ideas on the agriculture and related sectors."
@narendramodi ji we need to punish if someone is not following and trying to break the law https://t.co/iIz5ltwiWw
@narendramodi @PMOIndia https://t.co/zYjLCBrzGv
